     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -3.31366     0.00784     0.25260     0.16626     0.27640     0.01014     0.00838     0.01321     0.00817     0.00903     0.75202	    -3.31366     0.00036    -0.06058     0.00047     0.06270    -0.00468     0.00008     0.00023    -0.00001     0.00417     0.00274
    -3.28866     0.00844     0.25100     0.18264     0.27360     0.01085     0.00923     0.01438     0.00879     0.01019     0.76912	    -3.28866     0.00060    -0.07571     0.00325     0.08873    -0.00461    -0.00039    -0.00027     0.00075     0.00446     0.01681
    -3.26366     0.00888     0.24720     0.19075     0.28080     0.01282     0.00969     0.01531     0.00950     0.01236     0.78730	    -3.26366     0.00062    -0.07098     0.00825     0.09984    -0.00559    -0.00069    -0.00040     0.00134     0.00578     0.03818
    -3.23866     0.00797     0.21620     0.17620     0.26300     0.01427     0.00883     0.01524     0.00897     0.01376     0.72445	    -3.23866     0.00042    -0.04797     0.00979     0.08696    -0.00655    -0.00085     0.00006     0.00155     0.00700     0.05041
    -3.21366     0.00610     0.17118     0.14873     0.21500     0.01436     0.00718     0.01421     0.00720     0.01387     0.59784	    -3.21366     0.00020    -0.02226     0.00753     0.05826    -0.00658    -0.00093     0.00037     0.00135     0.00683     0.04477
    -3.18766     0.00444     0.13378     0.12864     0.16148     0.01405     0.00638     0.01274     0.00594     0.01392     0.48137	    -3.18766     0.00006    -0.00439     0.00376     0.02852    -0.00551    -0.00131     0.00017     0.00117     0.00525     0.02771
    -3.16266     0.00356     0.10554     0.11620     0.11929     0.01385     0.00663     0.01131     0.00605     0.01423     0.39665	    -3.16266     0.00006     0.00355     0.00121     0.00774    -0.00403    -0.00181     0.00007     0.00127     0.00356     0.01162
    -3.13766     0.00311     0.08670     0.10294     0.09260     0.01353     0.00692     0.01046     0.00671     0.01403     0.33701	    -3.13766     0.00011     0.00430     0.00210    -0.00119    -0.00303    -0.00202     0.00006     0.00167     0.00270     0.00470
    -3.11266     0.00276     0.07854     0.09252     0.08011     0.01322     0.00711     0.01028     0.00719     0.01342     0.30514	    -3.11266     0.00013     0.00550     0.00459    -0.00185    -0.00257    -0.00200    -0.00010     0.00209     0.00227     0.00807
    -3.08766     0.00258     0.07254     0.08684     0.07436     0.01298     0.00756     0.01029     0.00760     0.01294     0.28769	    -3.08766     0.00012     0.00806     0.00542    -0.00034    -0.00231    -0.00175     0.00003     0.00205     0.00205     0.01332
    -3.06266     0.00284     0.06600     0.08450     0.07004     0.01334     0.00888     0.01070     0.00896     0.01320     0.27846	    -3.06266     0.00006     0.00573     0.00301    -0.00144    -0.00231    -0.00102     0.00029     0.00112     0.00212     0.00756
    -3.03766     0.00344     0.06264     0.08734     0.06700     0.01485     0.01136     0.01181     0.01148     0.01447     0.28439	    -3.03766     0.00000     0.00151     0.00006    -0.00497    -0.00237     0.00028     0.00006    -0.00051     0.00206    -0.00388
    -3.01266     0.00385     0.06014     0.08950     0.06312     0.01637     0.01356     0.01260     0.01362     0.01567     0.28842	    -3.01266     0.00002     0.00218     0.00070    -0.00618    -0.00198     0.00171    -0.00021    -0.00194     0.00174    -0.00397
    -2.98766     0.00390     0.05754     0.08632     0.05818     0.01648     0.01433     0.01229     0.01457     0.01589     0.27950	    -2.98766     0.00006     0.00248     0.00321    -0.00236    -0.00121     0.00230    -0.00000    -0.00257     0.00132     0.00322
    -2.96266     0.00372     0.05596     0.07962     0.05597     0.01584     0.01503     0.01140     0.01541     0.01556     0.26853	    -2.96266     0.00007    -0.00199     0.00409     0.00421    -0.00062     0.00196     0.00015    -0.00256     0.00069     0.00600
    -2.93766     0.00369     0.05530     0.07008     0.05800     0.01597     0.01693     0.01101     0.01714     0.01557     0.26370	    -2.93766     0.00010    -0.00599     0.00321     0.00875    -0.00061     0.00180    -0.00005    -0.00253     0.00023     0.00490
    -2.91266     0.00403     0.05646     0.06246     0.06004     0.01681     0.01873     0.01187     0.01897     0.01603     0.26541	    -2.91266     0.00011    -0.00634     0.00164     0.00828    -0.00102     0.00240    -0.00021    -0.00295     0.00041     0.00233
    -2.88766     0.00443     0.05540     0.05882     0.05656     0.01722     0.01873     0.01320     0.01913     0.01638     0.25987	    -2.88766     0.00006    -0.00433     0.00100     0.00527    -0.00146     0.00306    -0.00023    -0.00333     0.00091     0.00095
    -2.86266     0.00454     0.04954     0.05428     0.04976     0.01733     0.01743     0.01361     0.01768     0.01683     0.24100	    -2.86266     0.00001    -0.00279     0.00148     0.00354    -0.00193     0.00308    -0.00021    -0.00329     0.00142     0.00132
    -2.83766     0.00446     0.04528     0.04684     0.04718     0.01804     0.01613     0.01334     0.01617     0.01781     0.22524	    -2.83766     0.00006    -0.00306     0.00182     0.00364    -0.00204     0.00251    -0.00011    -0.00298     0.00168     0.00153
    -2.81266     0.00448     0.04838     0.04020     0.05144     0.01940     0.01521     0.01418     0.01535     0.01875     0.22739	    -2.81266     0.00012    -0.00331     0.00160     0.00426    -0.00170     0.00190    -0.00011    -0.00248     0.00132     0.00160
    -2.78766     0.00488     0.05490     0.03780     0.05682     0.02096     0.01469     0.01741     0.01498     0.01954     0.24198	    -2.78766     0.00007    -0.00351     0.00104     0.00500    -0.00179     0.00156    -0.00041    -0.00192     0.00088     0.00090
    -2.76266     0.00563     0.05714     0.03994     0.05758     0.02202     0.01489     0.02154     0.01498     0.02074     0.25445	    -2.76266     0.00002    -0.00653     0.00049     0.00742    -0.00236     0.00096    -0.00078    -0.00124     0.00123    -0.00079
    -2.73766     0.00671     0.05708     0.04596     0.05808     0.02202     0.01596     0.02348     0.01585     0.02190     0.26704	    -2.73766     0.00010    -0.01202     0.00047     0.01228    -0.00227    -0.00017    -0.00073    -0.00057     0.00200    -0.00090
    -2.71266     0.00845     0.05948     0.05302     0.06180     0.02120     0.01756     0.02244     0.01732     0.02172     0.28299	    -2.71266     0.00023    -0.01487     0.00143     0.01605    -0.00179    -0.00092    -0.00041    -0.00020     0.00219     0.00171
    -2.68766     0.01084     0.06042     0.05746     0.06256     0.02068     0.01934     0.02150     0.01894     0.02074     0.29248	    -2.68766     0.00020    -0.01358     0.00211     0.01584    -0.00218    -0.00105    -0.00027    -0.00000     0.00203     0.00311
    -2.66266     0.01316     0.05886     0.06006     0.05984     0.02162     0.02144     0.02394     0.02096     0.02100     0.30088	    -2.66266     0.00003    -0.01273     0.00135     0.01473    -0.00309    -0.00172    -0.00031     0.00049     0.00212     0.00087
    -2.63766     0.01509     0.05944     0.06438     0.05974     0.02346     0.02332     0.02956     0.02276     0.02246     0.32021	    -2.63766    -0.00004    -0.01424     0.00002     0.01507    -0.00328    -0.00294    -0.00053     0.00135     0.00206    -0.00254
    -2.61266     0.01671     0.05962     0.07088     0.06004     0.02402     0.02412     0.03434     0.02338     0.02310     0.33621	    -2.61266     0.00013    -0.01461    -0.00080     0.01471    -0.00240    -0.00362    -0.00082     0.00202     0.00144    -0.00397
    -2.58766     0.01751     0.05478     0.07562     0.05546     0.02274     0.02398     0.03518     0.02316     0.02214     0.33057	    -2.58766     0.00038    -0.01264    -0.00052     0.01295    -0.00074    -0.00375    -0.00087     0.00246     0.00021    -0.00251
    -2.56266     0.01740     0.04991     0.07566     0.05048     0.02134     0.02332     0.03380     0.02272     0.02086     0.31549	    -2.56266     0.00045    -0.01258     0.00069     0.01315     0.00133    -0.00421    -0.00062     0.00321    -0.00158    -0.00018
    -2.53766     0.01683     0.05148     0.07296     0.05128     0.02072     0.02180     0.03368     0.02156     0.02030     0.31061	    -2.53766     0.00025    -0.01665     0.00204     0.01718     0.00337    -0.00504    -0.00027     0.00434    -0.00351     0.00171
    -2.51266     0.01626     0.05758     0.07320     0.05636     0.02042     0.02006     0.03564     0.02018     0.02014     0.31984	    -2.51266     0.00004    -0.02206     0.00290     0.02268     0.00466    -0.00600     0.00007     0.00586    -0.00470     0.00344
    -2.48766     0.01562     0.06304     0.08030     0.06190     0.01998     0.01950     0.03748     0.01982     0.01973     0.33738	    -2.48766     0.00007    -0.02506     0.00273     0.02596     0.00422    -0.00719     0.00034     0.00768    -0.00444     0.00431
    -2.46266     0.01519     0.06956     0.09706     0.06952     0.01932     0.01941     0.03758     0.01984     0.01917     0.36666	    -2.46266     0.00034    -0.02562     0.00127     0.02700     0.00258    -0.00809     0.00063     0.00890    -0.00306     0.00395
    -2.43766     0.01595     0.07944     0.12178     0.08034     0.01895     0.01883     0.03566     0.01938     0.01895     0.40929	    -2.43766     0.00065    -0.02696    -0.00048     0.02998     0.00184    -0.00854     0.00083     0.00930    -0.00190     0.00473
    -2.41266     0.01661     0.08326     0.13498     0.08534     0.01881     0.01772     0.03094     0.01835     0.01869     0.42470	    -2.41266     0.00078    -0.02958    -0.00051     0.03486     0.00270    -0.00899     0.00078     0.00961    -0.00191     0.00775
    -2.38766     0.01543     0.07408     0.11908     0.07732     0.01832     0.01574     0.02470     0.01633     0.01809     0.37909	    -2.38766     0.00054    -0.03006     0.00045     0.03582     0.00365    -0.00888     0.00054     0.00949    -0.00279     0.00876
    -2.36266     0.01373     0.06092     0.08630     0.06368     0.01798     0.01335     0.02034     0.01379     0.01794     0.30802	    -2.36266     0.00016    -0.02596     0.00017     0.03014     0.00368    -0.00741     0.00012     0.00804    -0.00355     0.00540
    -2.33766     0.01293     0.05225     0.06030     0.05396     0.01812     0.01129     0.01822     0.01177     0.01812     0.25696	    -2.33766     0.00004    -0.01889    -0.00039     0.02132     0.00304    -0.00492    -0.00027     0.00550    -0.00329     0.00215
    -2.31266     0.01222     0.04760     0.04672     0.04918     0.01801     0.01006     0.01646     0.01073     0.01767     0.22865	    -2.31266     0.00004    -0.01374     0.00013     0.01484     0.00202    -0.00301    -0.00035     0.00343    -0.00220     0.00116
    -2.28766     0.01076     0.04706     0.03798     0.04840     0.01760     0.01044     0.01498     0.01101     0.01706     0.21528	    -2.28766    -0.00005    -0.01406     0.00104     0.01458     0.00107    -0.00326    -0.00009     0.00335    -0.00121     0.00137
    -2.26266     0.00957     0.05102     0.03288     0.05178     0.01705     0.01181     0.01422     0.01209     0.01664     0.21707	    -2.26266    -0.00015    -0.01656     0.00133     0.01781     0.00088    -0.00464     0.00036     0.00450    -0.00069     0.00285
    -2.23766     0.00991     0.05626     0.03548     0.05718     0.01553     0.01186     0.01309     0.01232     0.01527     0.22690	    -2.23766    -0.00026    -0.01484     0.00095     0.01735     0.00141    -0.00449     0.00066     0.00458    -0.00073     0.00464
    -2.21266     0.01137     0.05828     0.04198     0.06030     0.01341     0.01011     0.01128     0.01116     0.01309     0.23097	    -2.21266    -0.00038    -0.00912     0.00028     0.01289     0.00218    -0.00282     0.00049     0.00340    -0.00150     0.00543
    -2.18666     0.01274     0.05622     0.04574     0.05884     0.01227     0.00818     0.00995     0.00939     0.01180     0.22513	    -2.18666    -0.00036    -0.00635    -0.00010     0.01020     0.00310    -0.00161     0.00004     0.00227    -0.00279     0.00441
    -2.16166     0.01310     0.05480     0.04840     0.05626     0.01222     0.00713     0.00981     0.00798     0.01162     0.22133	    -2.16166    -0.00038    -0.00992     0.00037     0.01182     0.00412    -0.00127    -0.00017     0.00159    -0.00407     0.00209
    -2.13666     0.01283     0.05656     0.05334     0.05658     0.01228     0.00720     0.01054     0.00776     0.01159     0.22868	    -2.13666    -0.00060    -0.01531     0.00115     0.01549     0.00483    -0.00112    -0.00005     0.00115    -0.00491     0.00063
    -2.11166     0.01353     0.05714     0.05806     0.05732     0.01206     0.00847     0.01079     0.00900     0.01137     0.23774	    -2.11166    -0.00081    -0.01640     0.00128     0.01689     0.00517    -0.00119     0.00014     0.00111    -0.00522     0.00096
    -2.08666     0.01579     0.05556     0.06189     0.05708     0.01200     0.01087     0.00995     0.01140     0.01148     0.24601	    -2.08666    -0.00075    -0.01290     0.00061     0.01417     0.00564    -0.00216     0.00032     0.00201    -0.00550     0.00144
    -2.06166     0.01840     0.05798     0.06995     0.06070     0.01231     0.01373     0.00942     0.01429     0.01197     0.26876	    -2.06166    -0.00046    -0.00880     0.00040     0.01006     0.00597    -0.00367     0.00034     0.00362    -0.00575     0.00170
    -2.03666     0.02020     0.06722     0.08194     0.07004     0.01256     0.01583     0.00994     0.01656     0.01210     0.30639	    -2.03666     0.00019    -0.00615     0.00134     0.00783     0.00544    -0.00440     0.00021     0.00462    -0.00532     0.00377
    -2.01166     0.02130     0.07990     0.08880     0.08184     0.01249     0.01693     0.01059     0.01761     0.01193     0.34139	    -2.01166     0.00081    -0.00524     0.00097     0.00884     0.00465    -0.00459     0.00009     0.00493    -0.00482     0.00563
    -1.98666     0.02208     0.09326     0.08634     0.09248     0.01253     0.01751     0.01108     0.01771     0.01216     0.36514	    -1.98666     0.00058    -0.00696    -0.00122     0.01224     0.00480    -0.00533    -0.00006     0.00556    -0.00534     0.00427
    -1.96166     0.02214     0.10880     0.08088     0.10346     0.01355     0.01741     0.01177     0.01711     0.01325     0.38837	    -1.96166     0.00015    -0.01144    -0.00130     0.01697     0.00614    -0.00617    -0.00020     0.00640    -0.00675     0.00380
    -1.93666     0.02100     0.12414     0.07776     0.11709     0.01541     0.01611     0.01222     0.01579     0.01491     0.41443	    -1.93666     0.00017    -0.01762     0.00106     0.02258     0.00769    -0.00621    -0.00030     0.00648    -0.00814     0.00572
    -1.91166     0.01914     0.12948     0.07626     0.12416     0.01647     0.01385     0.01188     0.01380     0.01569     0.42073	    -1.91166     0.00018    -0.02270     0.00228     0.02556     0.00807    -0.00543    -0.00027     0.00552    -0.00833     0.00489
    -1.88666     0.01794     0.12230     0.07472     0.11570     0.01602     0.01196     0.01122     0.01196     0.01515     0.39696	    -1.88666     0.00027    -0.02060     0.00202     0.02188     0.00690    -0.00446    -0.00010     0.00446    -0.00706     0.00332
    -1.86166     0.01917     0.11194     0.07146     0.10204     0.01507     0.01138     0.01149     0.01125     0.01439     0.36818	    -1.86166     0.00067    -0.01035     0.00085     0.01341     0.00537    -0.00401     0.00002     0.00417    -0.00562     0.00450
    -1.83666     0.02254     0.10346     0.06638     0.09588     0.01418     0.01140     0.01301     0.01137     0.01368     0.35188	    -1.83666     0.00067     0.00015    -0.00145     0.00365     0.00461    -0.00421    -0.00005     0.00432    -0.00497     0.00272
    -1.81166     0.02434     0.09472     0.06241     0.09192     0.01308     0.01105     0.01386     0.01126     0.01264     0.33527	    -1.81166     0.00008     0.00638    -0.00251    -0.00440     0.00457    -0.00463    -0.00025     0.00449    -0.00484    -0.00112
    -1.78666     0.02272     0.08768     0.06124     0.08292     0.01210     0.01085     0.01326     0.01097     0.01170     0.31344	    -1.78666    -0.00029     0.01096    -0.00149    -0.00669     0.00464    -0.00516    -0.00039     0.00491    -0.00456     0.00192
    -1.76166     0.02076     0.08434     0.06238     0.07730     0.01159     0.01131     0.01304     0.01106     0.01121     0.30299	    -1.76166     0.00003     0.01412    -0.00152    -0.00605     0.00421    -0.00565    -0.00018     0.00537    -0.00386     0.00647
    -1.73666     0.01968     0.07936     0.06434     0.08160     0.01088     0.01130     0.01310     0.01095     0.01040     0.30160	    -1.73666     0.00066     0.01317    -0.00298    -0.01033     0.00315    -0.00550     0.00029     0.00505    -0.00311     0.00041
    -1.71166     0.01793     0.07032     0.06696     0.08412     0.00922     0.01016     0.01201     0.01014     0.00856     0.28941	    -1.71166     0.00097     0.00953    -0.00371    -0.01632     0.00212    -0.00476     0.00044     0.00411    -0.00254    -0.01016
    -1.68666     0.01797     0.06474     0.07576     0.07714     0.00816     0.00941     0.01168     0.00973     0.00723     0.28182	    -1.68666     0.00051     0.00542    -0.00410    -0.01335     0.00188    -0.00438     0.00014     0.00369    -0.00222    -0.01242
    -1.66166     0.02324     0.06810     0.09370     0.07238     0.01065     0.01002     0.01470     0.01043     0.00901     0.31224	    -1.66166    -0.00050    -0.00050    -0.00419    -0.00279     0.00293    -0.00433    -0.00010     0.00377    -0.00260    -0.00831
    -1.63666     0.03032     0.07824     0.11024     0.07936     0.01565     0.01062     0.01946     0.01111     0.01326     0.36826	    -1.63666    -0.00112    -0.00943    -0.00379     0.00842     0.00459    -0.00362    -0.00006     0.00329    -0.00377    -0.00550
    -1.61166     0.03344     0.09332     0.11462     0.09478     0.01827     0.01012     0.02254     0.01096     0.01604     0.41409	    -1.61166    -0.00081    -0.01751    -0.00469     0.01956     0.00481    -0.00248    -0.00002     0.00243    -0.00446    -0.00317
    -1.58666     0.03158     0.10962     0.10956     0.11208     0.01659     0.00918     0.02262     0.01052     0.01523     0.43698	    -1.58666     0.00001    -0.01625    -0.00613     0.02364     0.00319    -0.00179    -0.00001     0.00213    -0.00374     0.00103
    -1.56166     0.02768     0.11804     0.10347     0.12194     0.01368     0.00874     0.02062     0.01042     0.01307     0.43766	    -1.56166     0.00060    -0.00569    -0.00422     0.01336     0.00185    -0.00153    -0.00004     0.00224    -0.00277     0.00380
    -1.53666     0.02482     0.11386     0.10024     0.11820     0.01285     0.00917     0.01812     0.01050     0.01271     0.42046	    -1.53666     0.00104    -0.00013     0.00073     0.00321     0.00252    -0.00147    -0.00007     0.00205    -0.00333     0.00454
    -1.51166     0.02424     0.10296     0.10022     0.10918     0.01421     0.01015     0.01638     0.01062     0.01462     0.40259	    -1.51166     0.00153    -0.00894     0.00302     0.01119     0.00480    -0.00171     0.00002     0.00167    -0.00558     0.00600
    -1.48666     0.02548     0.09290     0.10258     0.10212     0.01553     0.01107     0.01534     0.01075     0.01641     0.39217	    -1.48666     0.00150    -0.02436     0.00098     0.02878     0.00686    -0.00210    -0.00003     0.00186    -0.00761     0.00587
    -1.46166     0.02732     0.08632     0.10456     0.09466     0.01546     0.01113     0.01360     0.01039     0.01619     0.37963	    -1.46166     0.00105    -0.03516    -0.00057     0.03852     0.00761    -0.00230    -0.00032     0.00266    -0.00798     0.00351
    -1.43666     0.02976     0.08574     0.11022     0.09198     0.01493     0.01061     0.01131     0.00987     0.01524     0.37966	    -1.43666     0.00103    -0.03946     0.00004     0.03966     0.00752    -0.00267    -0.00047     0.00355    -0.00754     0.00166
    -1.41166     0.03328     0.09224     0.13452     0.10002     0.01463     0.01065     0.00984     0.01022     0.01493     0.42032	    -1.41166     0.00132    -0.03936     0.00046     0.03614     0.00701    -0.00355    -0.00025     0.00440    -0.00722    -0.00106
    -1.38666     0.03588     0.09744     0.17540     0.10712     0.01364     0.01116     0.00939     0.01110     0.01415     0.47528	    -1.38666     0.00122    -0.03367     0.00077     0.02734     0.00595    -0.00428     0.00013     0.00497    -0.00651    -0.00409
    -1.36166     0.03452     0.08961     0.20020     0.09779     0.01148     0.01118     0.00908     0.01126     0.01203     0.47717	    -1.36166     0.00102    -0.02370     0.00238     0.01796     0.00450    -0.00435     0.00025     0.00486    -0.00501    -0.00209
    -1.33666     0.03026     0.07190     0.19240     0.07734     0.00931     0.01085     0.00847     0.01052     0.00971     0.42077	    -1.33666     0.00153    -0.01518     0.00728     0.01243     0.00335    -0.00434     0.00004     0.00438    -0.00344     0.00603
    -1.31166     0.02860     0.06010     0.17708     0.06450     0.00862     0.01083     0.00887     0.00985     0.00881     0.37726	    -1.31166     0.00239    -0.01126     0.01486     0.00914     0.00319    -0.00472    -0.00013     0.00422    -0.00300     0.01467
    -1.28666     0.03244     0.05939     0.17908     0.06364     0.00956     0.01127     0.01145     0.01009     0.00965     0.38658	    -1.28666     0.00263    -0.01081     0.01548     0.00821     0.00412    -0.00513    -0.00022     0.00449    -0.00402     0.01474
    -1.26166     0.03788     0.06028     0.18815     0.06362     0.01069     0.01182     0.01435     0.01087     0.01086     0.40853	    -1.26166     0.00221    -0.01108     0.00637     0.01013     0.00534    -0.00534    -0.00041     0.00488    -0.00539     0.00672
    -1.23666     0.03952     0.05646     0.18632     0.05902     0.01090     0.01150     0.01463     0.01072     0.01124     0.40031	    -1.23666     0.00178    -0.01008    -0.00099     0.01149     0.00619    -0.00522    -0.00050     0.00497    -0.00619     0.00145
    -1.21166     0.03606     0.04980     0.16980     0.05184     0.01025     0.00956     0.01227     0.00895     0.01058     0.35911	    -1.21166     0.00150    -0.00830    -0.00286     0.01018     0.00645    -0.00451    -0.00040     0.00425    -0.00632    -0.00001
    -1.18566     0.02928     0.04216     0.13700     0.04300     0.00901     0.00685     0.00960     0.00654     0.00910     0.29255	    -1.18566     0.00124    -0.00705    -0.00359     0.00795     0.00592    -0.00340    -0.00021     0.00299    -0.00583    -0.00197
    -1.16066     0.02246     0.03462     0.09564     0.03440     0.00780     0.00507     0.00807     0.00493     0.00762     0.22062	    -1.16066     0.00111    -0.00662    -0.00305     0.00686     0.00512    -0.00267     0.00010     0.00223    -0.00509    -0.00202
    -1.13566     0.01755     0.02818     0.06460     0.02828     0.00706     0.00448     0.00737     0.00458     0.00673     0.16882	    -1.13566     0.00107    -0.00659    -0.00120     0.00723     0.00477    -0.00249     0.00029     0.00241    -0.00457     0.00090
    -1.11066     0.01474     0.02320     0.05116     0.02436     0.00679     0.00419     0.00698     0.00482     0.00625     0.14250	    -1.11066     0.00130    -0.00655    -0.00038     0.00820     0.00488    -0.00237     0.00009     0.00288    -0.00426     0.00378
    -1.08566     0.01463     0.02080     0.04852     0.02292     0.00720     0.00399     0.00675     0.00485     0.00633     0.13600	    -1.08566     0.00212    -0.00737    -0.00043     0.00948     0.00524    -0.00221    -0.00011     0.00295    -0.00418     0.00548
    -1.06066     0.01814     0.02100     0.05132     0.02340     0.00848     0.00424     0.00645     0.00494     0.00726     0.14522	    -1.06066     0.00388    -0.00890     0.00162     0.01088     0.00591    -0.00235    -0.00006     0.00298    -0.00445     0.00952
    -1.03566     0.02666     0.02312     0.06476     0.02420     0.01105     0.00536     0.00643     0.00600     0.00948     0.17707	    -1.03566     0.00686    -0.00825     0.00789     0.01050     0.00739    -0.00306    -0.00004     0.00367    -0.00552     0.01944
    -1.01066     0.03782     0.02650     0.08792     0.02544     0.01418     0.00686     0.00714     0.00754     0.01292     0.22633	    -1.01066     0.00827    -0.00464     0.01312     0.00756     0.00931    -0.00391    -0.00017     0.00453    -0.00772     0.02634
    -0.98566     0.04402     0.02978     0.10139     0.02777     0.01581     0.00735     0.00813     0.00808     0.01555     0.25788	    -0.98566     0.00532    -0.00182     0.00877     0.00479     0.01035    -0.00403    -0.00019     0.00471    -0.00977     0.01813
    -0.96066     0.04270     0.03242     0.09646     0.03099     0.01577     0.00670     0.00892     0.00751     0.01572     0.25719	    -0.96066     0.00175    -0.00105    -0.00046     0.00335     0.01020    -0.00349    -0.00004     0.00432    -0.00989     0.00469
    -0.93566     0.04140     0.03516     0.08684     0.03466     0.01606     0.00619     0.00989     0.00686     0.01528     0.25234	    -0.93566     0.00195     0.00064    -0.00378     0.00127     0.00965    -0.00311     0.00017     0.00388    -0.00876     0.00190
    -0.91066     0.04966     0.04028     0.08320     0.04112     0.01890     0.00691     0.01184     0.00708     0.01777     0.27676	    -0.91066     0.00556     0.00398     0.00002    -0.00193     0.00954    -0.00352     0.00050     0.00379    -0.00854     0.00941
    -0.88566     0.06730     0.04962     0.08820     0.05314     0.02456     0.00879     0.01521     0.00835     0.02388     0.33906	    -0.88566     0.00965     0.00780     0.00506    -0.00542     0.01003    -0.00451     0.00083     0.00418    -0.00971     0.01791
    -0.86066     0.08462     0.06058     0.10214     0.06749     0.03030     0.01060     0.01932     0.00982     0.03067     0.41554	    -0.86066     0.01010     0.01136     0.00533    -0.00929     0.01045    -0.00534     0.00091     0.00491    -0.01091     0.01753
    -0.83566     0.09516     0.06636     0.11650     0.07449     0.03286     0.01105     0.02210     0.01034     0.03426     0.46312	    -0.83566     0.00562     0.01225     0.00167    -0.01087     0.01038    -0.00567     0.00060     0.00566    -0.01093     0.00871
    -0.81066     0.09970     0.06482     0.12184     0.07018     0.03214     0.01029     0.02228     0.00988     0.03346     0.46458	    -0.81066     0.00036     0.00990     0.00097    -0.00711     0.01000    -0.00565     0.00004     0.00600    -0.01008     0.00442
    -0.78566     0.09848     0.06248     0.11890     0.06554     0.02958     0.00928     0.02118     0.00895     0.03064     0.44503	    -0.78566    -0.00222     0.00820     0.00352    -0.00382     0.00945    -0.00530    -0.00038     0.00561    -0.00963     0.00542
    -0.76066     0.09102     0.06424     0.11324     0.06896     0.02560     0.00827     0.02032     0.00771     0.02786     0.42722	    -0.76066    -0.00398     0.00949     0.00443    -0.00714     0.00847    -0.00451    -0.00060     0.00450    -0.00990     0.00076
    -0.73566     0.08002     0.06714     0.10994     0.07282     0.02160     0.00747     0.01994     0.00684     0.02530     0.41108	    -0.73566    -0.00621     0.01261     0.00508    -0.01282     0.00740    -0.00374    -0.00078     0.00348    -0.00986    -0.00485
    -0.71066     0.06926     0.06520     0.11032     0.06848     0.01946     0.00752     0.01970     0.00712     0.02318     0.39024	    -0.71066    -0.00734     0.01401     0.00547    -0.01424     0.00694    -0.00369    -0.00088     0.00353    -0.00920    -0.00538
    -0.68566     0.06008     0.05694     0.10748     0.05818     0.01823     0.00793     0.01879     0.00778     0.02106     0.35646	    -0.68566    -0.00718     0.01093     0.00313    -0.01014     0.00677    -0.00410    -0.00109     0.00423    -0.00832    -0.00577
    -0.66066     0.05206     0.04648     0.09436     0.04776     0.01668     0.00781     0.01723     0.00779     0.01847     0.30865	    -0.66066    -0.00657     0.00543     0.00065    -0.00392     0.00655    -0.00422    -0.00145     0.00456    -0.00752    -0.00649
    -0.63566     0.04536     0.03890     0.07582     0.04024     0.01588     0.00755     0.01619     0.00753     0.01648     0.26394	    -0.63566    -0.00479     0.00135     0.00029     0.00058     0.00671    -0.00397    -0.00135     0.00441    -0.00697    -0.00375
    -0.61066     0.04062     0.03661     0.06096     0.03712     0.01687     0.00801     0.01578     0.00785     0.01673     0.24055	    -0.61066    -0.00178    -0.00109     0.00094     0.00316     0.00742    -0.00389    -0.00054     0.00427    -0.00711     0.00139
    -0.58566     0.03920     0.04012     0.05642     0.03962     0.01938     0.00980     0.01573     0.00920     0.01955     0.24902	    -0.58566     0.00111    -0.00348     0.00186     0.00603     0.00820    -0.00466     0.00036     0.00444    -0.00816     0.00569
    -0.56066     0.04076     0.04664     0.06480     0.04594     0.02168     0.01248     0.01638     0.01113     0.02240     0.28222	    -0.56066     0.00219    -0.00579     0.00290     0.00931     0.00846    -0.00627     0.00065     0.00517    -0.00899     0.00763
    -0.53566     0.04182     0.05018     0.07800     0.05086     0.02200     0.01396     0.01721     0.01250     0.02256     0.30909	    -0.53566     0.00071    -0.00669     0.00193     0.01091     0.00806    -0.00740     0.00022     0.00636    -0.00833     0.00576
    -0.51066     0.04138     0.05126     0.08502     0.05338     0.02120     0.01369     0.01774     0.01306     0.02116     0.31788	    -0.51066    -0.00099    -0.00503    -0.00296     0.01045     0.00693    -0.00733    -0.00028     0.00709    -0.00676     0.00111
    -0.48566     0.04206     0.05642     0.08412     0.05804     0.02144     0.01400     0.01910     0.01376     0.02124     0.33018	    -0.48566    -0.00090    -0.00320    -0.00938     0.01012     0.00574    -0.00707    -0.00016     0.00675    -0.00581    -0.00389
    -0.46066     0.04510     0.06562     0.07822     0.06570     0.02266     0.01586     0.02202     0.01519     0.02278     0.35314	    -0.46066    -0.00023    -0.00516    -0.01296     0.01086     0.00537    -0.00716     0.00045     0.00626    -0.00572    -0.00828
    -0.43566     0.04884     0.07192     0.06800     0.07030     0.02276     0.01700     0.02482     0.01609     0.02324     0.36297	    -0.43566     0.00012    -0.00903    -0.01155     0.01094     0.00530    -0.00691     0.00076     0.00616    -0.00541    -0.00963
    -0.41066     0.05064     0.07102     0.05432     0.06820     0.02140     0.01579     0.02554     0.01495     0.02206     0.34391	    -0.41066    -0.00024    -0.01007    -0.00746     0.00935     0.00487    -0.00611     0.00030     0.00573    -0.00482    -0.00844
